organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000009824,Anasimyia contracta,mature,30,4,1,11
NBNORG0000009825,Anasimyia interpuncta,mature,10,4,9,9
NBNORG0000009826,Anasimyia lineata,mature,22,4,1,11
NBNORG0000009827,Anasimyia lunulata,mature,7,5,30,9
NBNORG0000009828,Anasimyia transfuga,mature,27,4,3,10
NBNORG0000009670,Baccha elongata,mature,6,2,30,12
NBNORG0000009879,Blera fallax,mature,17,3,7,12
NBNORG0000009804,Brachyopa bicolor,mature,24,3,26,6
NBNORG0000009805,Brachyopa insensilis,mature,23,2,1,12
NBNORG0000009806,Brachyopa pilosa,mature,14,4,9,9
NBNORG0000009807,Brachyopa scutellaris,mature,27,2,2,11
NBNORG0000041294,Brachypalpoides lentus,mature,14,4,2,10
NBNORG0000009880,Brachypalpus laphriformis,mature,23,1,2,11
NBNORG0000009881,Caliprobola speciosa,mature,3,5,30,6
NBNORG0000009767,Callicera aurata,mature,13,3,2,10
NBNORG0000009768,Callicera rufa,mature,3,1,1,1
NBNORG0000009769,Callicera spinolae,mature,9,9,8,10
NBNORG0000009883,Chalcosyrphus eunotus,mature,17,4,1,7
NBNORG0000009882,Chalcosyrphus nemorum,mature,23,2,15,11
NBNORG0000026761,Cheilosia ahenea,mature,27,6,1,7
NBNORG0000009770,Cheilosia albipila,mature,25,2,2,10
NBNORG0000009772,Cheilosia antiqua,mature,24,1,2,10
NBNORG0000009772,Cheilosia antiqua,mature,21,4,6,8
NBNORG0000009773,Cheilosia barbata,mature,4,5,18,9
NBNORG0000009774,Cheilosia bergenstammi,mature,6,2,7,11
NBNORG0000108410,Cheilosia caerulescens,mature,25,5,25,5
NBNORG0000009775,Cheilosia carbonaria,mature,18,4,13,9
NBNORG0000009776,Cheilosia chrysocoma,mature,16,3,22,6
NBNORG0000009777,Cheilosia cynocephala,mature,30,4,4,10
NBNORG0000008955,Cheilosia fraterna,mature,6,2,18,12
NBNORG0000009778,Cheilosia griseiventris,mature,1,4,21,9
NBNORG0000009779,Cheilosia grossa,mature,28,2,31,7
NBNORG0000009780,Cheilosia illustrata,mature,25,3,2,11
NBNORG0000009781,Cheilosia impressa,mature,2,4,7,11
NBNORG0000041464,Cheilosia lasiopa,mature,9,4,7,9
NBNORG0000041465,Cheilosia latifrons,mature,26,3,2,11
NBNORG0000009782,Cheilosia longula,mature,20,4,28,10
