"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000008956","Papilio machaon","mature",1,5,31,8
"NBNORG0000008957","Colias alfacariensis","mature",1,5,31,10
"NBNORG0000008958","Plebejus argus","mature",1,5,31,8
"NBNORG0000041345","Cacyreus marshalli","mature",1,1,31,12
"NBNORG0000042224","Issoria lathonia","mature",1,5,31,10
"NBNORG0000042306","Limenitis camilla","mature",1,6,31,10
"NBNORG0000042623","Favonius quercus","mature",1,6,30,9
"NBNORG0000043564","Vanessa cardui","mature",1,2,30,11
"NBNORG0000057316","Aglais urticae","mature",1,1,31,12
"NBNORG0000057377","Apatura iris","mature",1,6,31,8
"NBNORG0000057379","Aphantopus hyperantus","mature",1,6,31,8
"NBNORG0000057392","Aporia crataegi","mature",1,5,31,8
"NBNORG0000057404","Araschnia levana","mature",1,4,30,9
"NBNORG0000057510","Argynnis paphia","mature",1,6,30,9
"NBNORG0000057536","Aricia agestis","mature",1,4,30,9
"NBNORG0000057585","Boloria euphrosyne","mature",1,4,30,9
"NBNORG0000057622","Callophrys rubi","mature",1,3,31,7
"NBNORG0000057645","Carterocephalus palaemon","mature",1,5,31,7
"NBNORG0000057834","Colias croceus","mature",1,5,30,11
"NBNORG0000057835","Colias hyale","mature",1,5,31,10
"NBNORG0000057880","Cupido minimus","mature",1,4,30,9
"NBNORG0000057881","Cyaniris semiargus","mature",1,6,31,7
"NBNORG0000057907","Danaus plexippus","mature",1,7,31,10
"NBNORG0000058291","Hamearis lucina","mature",1,4,31,7
"NBNORG0000058315","Hesperia comma","mature",1,7,30,9
"NBNORG0000058361","Aglais io","mature",1,1,31,12
"NBNORG0000058369","Iphiclides podalirius","mature",1,5,30,9
"NBNORG0000058386","Lampides boeticus","mature",1,1,31,12
"NBNORG0000058399","Lasiommata megera","mature",1,4,31,10
"NBNORG0000058470","Melitaea athalia","mature",1,5,30,9
"NBNORG0000058471","Melitaea cinxia","mature",1,5,30,9
"NBNORG0000058814","Pieris brassicae","mature",1,3,31,10
"NBNORG0000058817","Pieris rapae","mature",1,3,31,10
"NBNORG0000058842","Polygonia c-album","mature",1,1,31,12
"NBNORG0000058847","Pontia daplidice","mature",1,6,31,10
"NBNORG0000058899","Pyrgus malvae","mature",1,4,31,8
"NBNORG0000058923","Satyrium pruni","mature",1,6,31,7
"NBNORG0000058924","Satyrium w-album","mature",1,6,31,8
"NBNORG0000059127","Thecla betulae","mature",1,7,31,10
"NBNORG0000059140","Thymelicus acteon","mature",1,5,31,10
"NBNORG0000059141","Thymelicus lineola","mature",1,6,30,9
"NBNORG0000059142","Thymelicus sylvestris","mature",1,6,30,9
"NBNORG0000059191","Vanessa atalanta","mature",1,1,31,12
"NBNORG0000059193","Vanessa virginiensis","mature",1,8,31,10
"NBNORG0000059268","Heteropterus morpheus","mature",1,7,31,8
"NBNORG0000059318","Anthocharis cardamines","mature",1,3,31,7
"NBNORG0000059323","Speyeria aglaja","mature",1,5,30,9
"NBNORG0000059325","Aricia artaxerxes","mature",1,5,30,9
"NBNORG0000059327","Boloria selene","mature",1,5,30,9
"NBNORG0000059331","Celastrina argiolus","mature",1,3,31,10
"NBNORG0000059342","Euphydryas aurinia","mature",1,5,31,8
"NBNORG0000059347","Gonepteryx rhamni","mature",1,1,30,11
"NBNORG0000059355","Leptidea sinapis","mature",1,4,30,9
"NBNORG0000059359","Lycaena dispar","mature",1,7,31,8
"NBNORG0000059361","Lycaena phlaeas","mature",1,3,30,11
"NBNORG0000059377","Nymphalis antiopa","mature",1,1,31,12
"NBNORG0000059378","Nymphalis polychloros","mature",1,1,31,12
"NBNORG0000059388","Pieris napi","mature",1,3,31,10
"NBNORG0000059392","Polyommatus icarus","mature",1,4,31,10
"NBNORG0000059639","Coenonympha tullia","mature",1,6,31,8
"NBNORG0000059640","Coenonympha pamphilus","mature",1,4,31,10
"NBNORG0000059777","Erebia aethiops","mature",1,7,30,9
"NBNORG0000059778","Erebia epiphron","mature",1,6,31,8
"NBNORG0000059904","Hipparchia semele","mature",1,6,30,9
"NBNORG0000060212","Maniola jurtina","mature",1,5,31,10
"NBNORG0000060219","Melanargia galathea","mature",1,6,31,8
"NBNORG0000060386","Pyronia tithonus","mature",1,6,30,9
"NBNORG0000060416","Pararge aegeria","mature",1,2,30,11
"NBNORG0000062447","Erynnis tages","mature",1,4,31,8
"NBNORG0000104212","Cupido argiades","mature",1,7,30,9
"NBNORG0000104215","Ochlodes sylvanus","mature",1,5,30,9
"NBNORG0000104220","Polyommatus bellargus","mature",1,4,30,9
"NBNORG0000104221","Polyommatus coridon","mature",1,6,30,9
"NBNORG0000104231","Phengaris arion","mature",1,6,31,8
