"organism_key","taxon","start_day","start_month","start_year","end_day","end_month","end_year"
"NBNORG0000011313","Cicadetta montana",1,1,1950,,,
"NBNORG0000011314","Doratura impudica",1,1,1950,,,
"NBNORG0000011315","Jassargus pseudocellaris",1,1,1950,,,
"NBNORG0000011316","Euscelis venosus",1,1,1950,,,
"NBNORG0000011318","Chlorita viridula",1,1,1950,,,
"NBNORG0000011320","Ribautodelphax imitans",1,1,1950,,,
"NBNORG0000041190","Balclutha saltuella",1,1,1950,,,
"NBNORG0000041196","Batracomorphus irroratus",1,1,1950,,,
"NBNORG0000041884","Elymana kozhevnikovi",1,1,1950,,,
"NBNORG0000041993","Eurysella brunnea",1,1,1950,,,
"NBNORG0000042014","Fieberiella florii",1,1,1990,,,
"NBNORG0000042707","Ossiannilssonola callosa",1,1,1950,,,
"NBNORG0000095874","Anoscopus albifrons",1,1,1950,,,
"NBNORG0000095876","Anoscopus duffieldi",1,1,1950,,,
"NBNORG0000095970","Agallia brachyptera",1,1,1950,,,
"NBNORG0000095973","Aphrodes aestuarina",1,1,1950,,,
"NBNORG0000095976","Asiraca clavicornis",1,1,1950,,,
"NBNORG0000095977","Austroagallia sinuata",1,1,1950,,,
"NBNORG0000095978","Austroasca vittata",1,1,1950,,,
"NBNORG0000095982","Calligypona reyi",1,1,1950,,,
"NBNORG0000095984","Chloriona dorsata",1,1,1950,,,
"NBNORG0000095985","Chloriona vasconica",1,1,1950,,,
"NBNORG0000095986","Chlorita dumosa",1,1,1950,,,
"NBNORG0000095987","Cicadella lasiocarpae",1,1,1950,,,
"NBNORG0000095989","Criomorphus moestus",1,1,1950,,,
"NBNORG0000095990","Criomorphus williamsi",1,1,1950,,,
"NBNORG0000095991","Delphacodes capnodes",1,1,1950,,,
"NBNORG0000095992","Ebarrius cognatus",1,1,1950,,,
"NBNORG0000095993","Edwardsiana alnicola",1,1,1950,,,
"NBNORG0000095994","Edwardsiana ishidai",1,1,1950,,,
"NBNORG0000095995","Edwardsiana lanternae",1,1,1950,,,
"NBNORG0000095996","Edwardsiana rosaesugans",1,1,1950,,,
"NBNORG0000095997","Edwardsiana tersa",1,1,1950,,,
"NBNORG0000096001","Emelyanoviana contraria",1,1,1950,,,
"NBNORG0000096004","Eurhadina kirschbaumi",1,1,1950,,,
"NBNORG0000096005","Eurhadina ribauti",1,1,1950,,,
"NBNORG0000096007","Eurysula lurida",1,1,1950,,,
"NBNORG0000096008","Euscelidius schenckii",1,1,1950,,,
"NBNORG0000096009","Euscelidius variegatus",1,1,1950,,,
"NBNORG0000096010","Euscelis ohausi",1,1,1950,,,
"NBNORG0000096012","Florodelphax paryphasma",1,1,1950,,,
"NBNORG0000096014","Hephathus nanus",1,1,1950,,,
"NBNORG0000096081","Iassus scutellaris",1,1,1950,,,
"NBNORG0000096083","Issus muscaeformis",1,1,1950,,,
"NBNORG0000096085","Kyboasca bipunctata",1,1,1950,,,
"NBNORG0000096086","Kybos calyculus",1,1,1950,,,
"NBNORG0000096087","Laodelphax striatella",1,1,1950,,,
"NBNORG0000096092","Limotettix atricapillus",1,1,1950,,,
"NBNORG0000096094","Macropsis glandacea",1,1,1950,,,
"NBNORG0000096096","Macrosteles alpinus",1,1,1950,,,
"NBNORG0000096097","Macrosteles cristatus",1,1,1950,,,
"NBNORG0000096098","Macrosteles fieberi",1,1,1950,,,
"NBNORG0000096099","Macrosteles frontalis",1,1,1950,,,
"NBNORG0000096100","Macrosteles lividus",1,1,1950,,,
"NBNORG0000096101","Macrosteles quadripunctulatus",1,1,1950,,,
"NBNORG0000096102","Macrosteles sordidipennis",1,1,1950,,,
"NBNORG0000096103","Megamelodes lequesnei",1,1,1950,,,
"NBNORG0000096105","Metalimnus formosus",1,1,1950,,,
"NBNORG0000096107","Neophilaenus longiceps",1,1,1950,,,
"NBNORG0000096110","Oncodelphax pullula",1,1,1950,,,
"NBNORG0000096113","Paradelphacodes paludosa",1,1,1950,,,
"NBNORG0000096114","Paralimnus phragmitis",1,1,1950,,,
"NBNORG0000096115","Pediopsis tiliae",1,1,1950,,,
"NBNORG0000096118","Psammotettix albomarginatus",1,1,1950,,,
"NBNORG0000096119","Psammotettix maritimus",1,1,1950,,,
"NBNORG0000096120","Psammotettix nodosus",1,1,1950,,,
"NBNORG0000096122","Ribautodelphax angulosa",1,1,1950,,,
"NBNORG0000096123","Ribautodelphax pallens",1,1,1950,,,
"NBNORG0000096124","Ribautodelphax pungens",1,1,1950,,,
"NBNORG0000096126","Stenocranus fuscovittatus",1,1,1950,,,
"NBNORG0000096127","Stiroma bicarinata",1,1,1950,,,
"NBNORG0000096130","Trigonocranus emmeae",1,1,1950,,,
"NBNORG0000096132","Xanthodelphax flaveola",1,1,1950,,,
"NBNORG0000096133","Zygina rubrovittata",1,1,1950,,,
"NBNORG0000097731","Prokelisia marginata",1,1,2008,,,
"NBNORG0000101168","Agallia consobrina",1,1,1950,,,
"NBNORG0000101170","Anaceratagallia ribauti",1,1,1950,,,
"NBNORG0000101172","Wagneripteryx germari",1,1,1950,,,
"NBNORG0000101173","Aguriahana stellulata",1,1,1950,,,
"NBNORG0000101175","Alebra albostriella",1,1,1950,,,
"NBNORG0000101176","Alebra coryli",1,1,1950,,,
"NBNORG0000101177","Alebra wahlbergi",1,1,1950,,,
"NBNORG0000101179","Allygidius commutatus",1,1,1950,,,
"NBNORG0000101180","Allygus mixtus",1,1,1950,,,
"NBNORG0000101181","Allygus modestus",1,1,1950,,,
"NBNORG0000101182","Alnetoidea alneti",1,1,1950,,,
