"organism_key","taxon","code"
"NBNORG0000011313","Cicadetta montana",2
"NBNORG0000011314","Doratura impudica",2
"NBNORG0000011316","Euscelis venosus",2
"NBNORG0000011317","Erotettix cyane",2
"NBNORG0000011318","Chlorita viridula",2
"NBNORG0000011319","Eurysanoides douglasi",2
"NBNORG0000011320","Ribautodelphax imitans",2
"NBNORG0000041190","Balclutha saltuella",2
"NBNORG0000041884","Elymana kozhevnikovi",2
"NBNORG0000041993","Eurysella brunnea",2
"NBNORG0000042014","Fieberiella florii",2
"NBNORG0000095876","Anoscopus duffieldi",2
"NBNORG0000095970","Agallia brachyptera",2
"NBNORG0000095977","Austroagallia sinuata",2
"NBNORG0000095978","Austroasca vittata",2
"NBNORG0000095982","Calligypona reyi",2
"NBNORG0000095984","Chloriona dorsata",2
"NBNORG0000095985","Chloriona vasconica",2
"NBNORG0000095986","Chlorita dumosa",2
"NBNORG0000095987","Cicadella lasiocarpae",2
"NBNORG0000095989","Criomorphus moestus",2
"NBNORG0000095990","Criomorphus williamsi",2
"NBNORG0000095992","Ebarrius cognatus",2
"NBNORG0000095996","Edwardsiana rosaesugans",2
"NBNORG0000095997","Edwardsiana tersa",2
"NBNORG0000096001","Emelyanoviana contraria",2
"NBNORG0000096004","Eurhadina kirschbaumi",2
"NBNORG0000096007","Eurysula lurida",2
"NBNORG0000096008","Euscelidius schenckii",2
"NBNORG0000096010","Euscelis ohausi",2
"NBNORG0000096012","Florodelphax paryphasma",2
"NBNORG0000096014","Hephathus nanus",2
"NBNORG0000096083","Issus muscaeformis",2
"NBNORG0000096085","Kyboasca bipunctata",2
"NBNORG0000096086","Kybos calyculus",2
"NBNORG0000096087","Laodelphax striatella",2
"NBNORG0000096092","Limotettix atricapillus",2
"NBNORG0000096094","Macropsis glandacea",2
"NBNORG0000096096","Macrosteles alpinus",2
"NBNORG0000096097","Macrosteles cristatus",2
"NBNORG0000096098","Macrosteles fieberi",2
"NBNORG0000096099","Macrosteles frontalis",2
"NBNORG0000096100","Macrosteles lividus",2
"NBNORG0000096101","Macrosteles quadripunctulatus",2
"NBNORG0000096103","Megamelodes lequesnei",2
"NBNORG0000096105","Metalimnus formosus",2
"NBNORG0000096107","Neophilaenus longiceps",2
"NBNORG0000096119","Psammotettix maritimus",2
"NBNORG0000096123","Ribautodelphax pallens",2
"NBNORG0000096126","Stenocranus fuscovittatus",2
"NBNORG0000096130","Trigonocranus emmeae",2
"NBNORG0000096132","Xanthodelphax flaveola",2
"NBNORG0000096133","Zygina rubrovittata",2
"NBNORG0000097731","Prokelisia marginata",2
"NBNORG0000101204","Anoscopus albiger",2
"NBNORG0000101205","Aphrodes bicincta",2
"NBNORG0000101263","Cicadula aurantipes",2
"NBNORG0000101264","Cicadula flori",2
"NBNORG0000101266","Cicadula intermedia",2
"NBNORG0000101267","Cicadula ornata",2
"NBNORG0000101270","Cicadula quinquenotata",2
"NBNORG0000101273","Cixius caledonicus",2
"NBNORG0000101274","Cixius cambricus",2
"NBNORG0000101278","Cixius remotus",2
"NBNORG0000101289","Cosmotettix caudatus",2
"NBNORG0000101290","Cosmotettix costalis",2
"NBNORG0000101518","Empoasca pteridis",2
"NBNORG0000101525","Erythria aureola",2
"NBNORG0000101541","Eupteryx heydenii",2
"NBNORG0000101639","Kelisia pallidula",2
"NBNORG0000101689","Macrosteles oshanini",2
"NBNORG0000101711","Henschia collina",2
"NBNORG0000101757","Rhopalopyx vitripennis",2
"NBNORG0000101761","Paraliburnia clypealis",2
"NBNORG0000101782","Placotettix taeniatifrons",2
"NBNORG0000101786","Platymetopius undatus",2
"NBNORG0000101794","Psammotettix frigidus",2
"NBNORG0000101845","Sagatus punctifrons",2
"NBNORG0000101874","Stroggylocephalus livens",2
"NBNORG0000101879","Scottianella dalei",2
"NBNORG0000101880","Paradelphacodes litoralis",2
"NBNORG0000101887","Tettigometra impressopunctata",2
"NBNORG0000101931","Zygina ordinaria",2
"NBNORG0000101932","Zygina schneideri",2
"NBNORG0000101933","Zygina suavis",2
"NBNORG0000103539","Batracomorphus allionii",2
"NBNORG0000103540","Macropsis megerlei",2
"NBNORG0000103541","Dryodurgades antoniae",2
"NBNORG0000103542","Psammotettix helvolus",2
"NBNORG0000103543","Synophropsis lauri",2
"NBNORG0000103544","Alebra viridis",2
"NBNORG0000103545","Liguropia juniperi",2
"NBNORG0000103546","Eupteryx decemnotata",2
"NBNORG0000103547","Zyginella pulchra",2
"NBNORG0000103548","Kelisia occirrega",2
"NBNORG0000103549","Delphax crassicornis",2
"NBNORG0000103550","Acericerus ribauti",2
"NBNORG0000105437","Psammotettix alienus",2
"NBNORG0000108174","Oncopsis appendiculata",2
"NBNORG0000108175","Acericerus heydenii",2
"NBNORG0000108176","Fieberiella septentrionalis",2
"NBNORG0000108178","Anoterostemma ivanhofi",2
"NBNORG0000108180","Pithyotettix abietinus",2
"NBNORG0000108182","Orientus ishidae",2
