"organism_key","taxon","code"
"NBNORG0000006883","Nothogeophilus turki",2
"NBNORG0000006884","Arenophilus peregrinus",2
"NBNORG0000010720","Buddelundiella cataractae",1
"NBNORG0000010722","Metatrichoniscoides celticus",2
"NBNORG0000010723","Miktoniscus linearis",2
"NBNORG0000010725","Oritoniscus flavus",1
"NBNORG0000011646","Trachysphaera lobata",1
"NBNORG0000011658","Propolydesmus testaceus",1
"NBNORG0000011661","Thalassisobates littoralis",1
"NBNORG0000011665","Nopoiulus kochii",1
"NBNORG0000011673","Enantiulus armatus",1
"NBNORG0000011679","Cylindroiulus truncorum",1
"NBNORG0000011688","Pachymerium ferrugineum",2
"NBNORG0000011691","Geophilus pusillifrater",1
"NBNORG0000011692","Geophilus proximus",2
"NBNORG0000011693","Dicellophilus carniolensis",2
"NBNORG0000011694","Hydroschendyla submarina",1
"NBNORG0000024698","Metaiulus pratensis",2
"NBNORG0000052263","Adenomeris gibbosa",1
"NBNORG0000052267","Anthogona britannica",1
"NBNORG0000052270","Chordeuma sylvestre",2
"NBNORG0000052281","Melogona voigtii",2
"NBNORG0000052288","Polydesmus barberii",1
"NBNORG0000064626","Schendyla monoeci",2
"NBNORG0000091522","Anamastigona pulchella",2
"NBNORG0000091552","Eurygeophilus pinguis",1
"NBNORG0000094109","Burmoniscus meeusei",2
"NBNORG0000094110","Caecidotea communis",2
"NBNORG0000094111","Chaetophiloscia sp.",2
"NBNORG0000094115","Metatrichoniscoides leydigii",2
"NBNORG0000094121","Setaphora patiencei",2
"NBNORG0000094122","Stenophiloscia glarearum",2
"NBNORG0000097391","Cryptops doriae",2
"NBNORG0000097398","Lithobius (Lithobius) lapidicola",1
"NBNORG0000097403","Lithobius (Lithobius) peregrinus",2
"NBNORG0000097404","Lithobius (Lithobius) piceus",1
"NBNORG0000097406","Lithobius (Lithobius) tenebrosus",2
"NBNORG0000097414","Mecistocephalus guildingii",2
"NBNORG0000097418","Stenotaenia linearis",1
"NBNORG0000104391","Mecistocephalus punctifrons",2
"NBNORG0000104393","Tygarrup javanicus",2
"NBNORG0000108338","Brachyiulus lusitanus",2
"NBNORG0000108344","Siphonophoridae sp. Eden A",2
"NBNORG0000108346","Eutrichodesmus sp. Eden A",2
"NBNORG0000108360","Cryptops cf. hispanus",2
