"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000009645","Decticus verrucivorus","mature",1,5,31,10
"NBNORG0000009646","Metrioptera brachyptera","mature",1,4,30,11
"NBNORG0000009648","Conocephalus dorsalis","mature",1,2,31,12
"NBNORG0000009649","Leptophyes punctatissima","mature",1,4,30,11
"NBNORG0000009652","Gryllotalpa gryllotalpa","mature",1,6,31,10
"NBNORG0000009656","Stethophyma grossum","mature",1,6,31,10
"NBNORG0000009657","Stenobothrus lineatus","mature",1,4,31,10
"NBNORG0000009658","Stenobothrus stigmaticus","mature",1,5,31,10
"NBNORG0000009659","Omocestus viridulus","mature",1,1,30,11
"NBNORG0000009660","Myrmeleotettix maculatus","mature",1,4,30,11
"NBNORG0000009661","Gomphocerippus rufus","mature",1,5,31,10
"NBNORG0000009663","Pseudochorthippus parallelus","mature",1,1,30,11
"NBNORG0000075669","Chorthippus albomarginatus","mature",1,5,30,11
"NBNORG0000075670","Chorthippus vagans","mature",1,6,31,10
"NBNORG0000075677","Ectobius lapponicus","mature",1,4,30,11
"NBNORG0000075679","Capraiellus panzeri","mature",1,5,31,10
"NBNORG0000075694","Gryllus campestris","mature",1,3,30,11
"NBNORG0000075708","Meconema thalassinum","mature",1,5,30,11
"NBNORG0000075718","Omocestus rufipes","mature",1,5,30,11
"NBNORG0000075724","Platycleis albopunctata","mature",1,4,30,11
"NBNORG0000075743","Tettigonia viridissima","mature",1,4,30,11
"NBNORG0000090714","Phaneroptera falcata","mature",1,7,31,10
"NBNORG0000103833","Conocephalus fuscus","mature",1,5,30,11
"NBNORG0000104371","Euchorthippus elegantulus","mature",1,4,30,11
"NBNORG0000108236","Oecanthus pellucens","mature",1,6,30,11
"NBNORG0000108342","Meconema meridionale","mature",1,7,31,12
"NBNORG0000108414","Phaneroptera nana","mature",1,7,31,10
"NBNORG0000108416","Ruspolia nitidula","mature",1,5,31,10
