"organism_key","taxon","stage","code"
"NBNORG0000009644","Clitarchus hookeri","mature",1
"NBNORG0000009645","Decticus verrucivorus","mature",1
"NBNORG0000009646","Metrioptera brachyptera","mature",2
"NBNORG0000009647","Roeseliana roeselii","mature",1
"NBNORG0000009648","Conocephalus dorsalis","mature",1
"NBNORG0000009649","Leptophyes punctatissima","mature",1
"NBNORG0000009650","Acheta domesticus","mature",1
"NBNORG0000009651","Nemobius sylvestris","mature",1
"NBNORG0000009652","Gryllotalpa gryllotalpa","mature",4
"NBNORG0000009653","Tetrix ceperoi","mature",2
"NBNORG0000009654","Tetrix subulata","mature",2
"NBNORG0000009655","Tetrix undulata","mature",2
"NBNORG0000009656","Stethophyma grossum","mature",1
"NBNORG0000009657","Stenobothrus lineatus","mature",2
"NBNORG0000009658","Stenobothrus stigmaticus","mature",2
"NBNORG0000009659","Omocestus viridulus","mature",2
"NBNORG0000009660","Myrmeleotettix maculatus","mature",1
"NBNORG0000009661","Gomphocerippus rufus","mature",1
"NBNORG0000009662","Chorthippus brunneus","mature",2
"NBNORG0000009663","Pseudochorthippus parallelus","mature",2
"NBNORG0000009664","Periplaneta americana","mature",1
"NBNORG0000009665","Periplaneta australasiae","mature",1
"NBNORG0000009666","Blatta orientalis","mature",1
"NBNORG0000009667","Pycnoscelus surinamensis","mature",1
"NBNORG0000009668","Blattella germanica","mature",1
"NBNORG0000042139","Henschoutedenia flexivitta","mature",1
"NBNORG0000042730","Panchlora nivea","mature",1
"NBNORG0000043358","Supella longipalpa","mature",1
"NBNORG0000052919","Anacridium aegyptium","mature",1
"NBNORG0000052920","Gryllus bimaculatus","mature",1
"NBNORG0000052921","Locusta migratoria","mature",1
"NBNORG0000052922","Schistocerca gregaria","mature",1
"NBNORG0000075649","Acanthoxyla geisovii","mature",2
"NBNORG0000075650","Acanthoxyla inermis","mature",2
"NBNORG0000075655","Anisolabis maritima","mature",1
"NBNORG0000075657","Apterygida media","mature",1
"NBNORG0000075660","Bacillus rossius","mature",1
"NBNORG0000075666","Carausius morosus","mature",1
"NBNORG0000075669","Chorthippus albomarginatus","mature",2
"NBNORG0000075670","Chorthippus vagans","mature",2
"NBNORG0000075677","Ectobius lapponicus","mature",2
"NBNORG0000075678","Ectobius pallidus","mature",2
"NBNORG0000075679","Capraiellus panzeri","mature",2
"NBNORG0000075682","Euborellia annulipes","mature",1
"NBNORG0000075685","Forficula auricularia","mature",1
"NBNORG0000075686","Forficula lesnei","mature",1
"NBNORG0000075692","Gryllotalpa","mature",2
"NBNORG0000075694","Gryllus campestris","mature",1
"NBNORG0000075696","Labia minor","mature",1
"NBNORG0000075698","Labidura riparia","mature",1
"NBNORG0000075706","Marava arachidis","mature",1
"NBNORG0000075708","Meconema thalassinum","mature",1
"NBNORG0000075711","Nauphoeta cinerea","mature",1
"NBNORG0000075718","Omocestus rufipes","mature",2
"NBNORG0000075722","Pholidoptera griseoaptera","mature",1
"NBNORG0000075724","Platycleis albopunctata","mature",2
"NBNORG0000075739","Tachycines asynamorus","mature",2
"NBNORG0000075743","Tettigonia viridissima","mature",1
"NBNORG0000086320","Loboptera decipiens","mature",1
"NBNORG0000090714","Phaneroptera falcata","mature",2
"NBNORG0000103833","Conocephalus fuscus","mature",1
"NBNORG0000104367","Colapteroblatta nigra","mature",1
"NBNORG0000104371","Euchorthippus elegantulus","mature",2
"NBNORG0000108236","Oecanthus pellucens","mature",1
"NBNORG0000108237","Pseudomogoplistes vicentae","mature",2
"NBNORG0000108342","Meconema meridionale","mature",1
"NBNORG0000108414","Phaneroptera nana","mature",3
"NBNORG0000108416","Ruspolia nitidula","mature",3
"NBNORG0000108418","Cosmoderus maculatus","mature",1
"NBNORG0000108420","Jamaicana subguttata","mature",1
"NBNORG0000108422","Mastophyllum scabricolle","mature",1
"NBNORG0000108423","Locusta cinerascens","mature",1
"NBNORG0000108426","Zonocerus variegatus","mature",1
"NBNORG0000108427","Gryllus assimilis","mature",2
"NBNORG0000108429","Hiereoblatta cassidea","mature",1
"NBNORG0000108430","Nyctibora brunnea","mature",1
"NBNORG0000108431","Nyctibora noctivaga","mature",1
"NBNORG0000108434","Ramulus thaii","mature",1
