"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000010073","Beris chalybata","mature",1,4,30,9
"NBNORG0000010074","Beris clavipes","mature",1,5,30,6
"NBNORG0000010075","Beris fuscipes","mature",1,5,30,9
"NBNORG0000010076","Beris morrisii","mature",1,5,30,9
"NBNORG0000010077","Beris vallata","mature",1,5,30,9
"NBNORG0000010078","Chorisops tibialis","mature",1,5,30,9
"NBNORG0000010080","Nemotelus nigrinus","mature",1,5,31,8
"NBNORG0000010081","Nemotelus notatus","mature",1,5,31,8
"NBNORG0000010082","Nemotelus pantherinus","mature",1,6,31,8
"NBNORG0000010083","Nemotelus uliginosus","mature",1,6,30,9
"NBNORG0000010084","Oxycera analis","mature",1,5,31,7
"NBNORG0000010085","Oxycera dives","mature",1,6,31,7
"NBNORG0000010086","Oxycera fallenii","mature",1,7,31,8
"NBNORG0000010087","Oxycera leonina","mature",1,6,31,7
"NBNORG0000010088","Oxycera morrisii","mature",1,6,31,8
"NBNORG0000010089","Oxycera pardalina","mature",1,6,31,8
"NBNORG0000010090","Oxycera pygmaea","mature",1,5,31,8
"NBNORG0000010091","Oxycera rara","mature",1,5,31,8
"NBNORG0000010092","Oxycera terminata","mature",1,6,31,7
"NBNORG0000010093","Oxycera trilineata","mature",1,6,30,9
"NBNORG0000010094","Vanoyia tenuicornis","mature",1,5,31,8
"NBNORG0000010095","Pachygaster atra","mature",1,5,31,8
"NBNORG0000010096","Eupachygaster tarsalis","mature",1,5,31,7
"NBNORG0000010097","Chloromyia formosa","mature",1,5,31,8
"NBNORG0000010098","Microchrysa cyaneiventris","mature",1,5,30,9
"NBNORG0000010099","Microchrysa flavicornis","mature",1,5,30,9
"NBNORG0000010100","Microchrysa polita","mature",1,3,31,10
"NBNORG0000010101","Sargus bipunctatus","mature",1,7,30,11
"NBNORG0000010102","Sargus cuprarius","mature",1,6,30,9
"NBNORG0000010103","Sargus iridatus","mature",1,5,30,9
"NBNORG0000010104","Sargus flavipes","mature",1,5,31,10
"NBNORG0000010105","Odontomyia angulata","mature",1,6,31,8
"NBNORG0000010106","Odontomyia argentata","mature",1,4,30,6
"NBNORG0000010107","Odontomyia hydroleon","mature",1,7,31,7
"NBNORG0000010108","Odontomyia tigrina","mature",1,5,30,6
"NBNORG0000010109","Oplodontha viridula","mature",1,5,31,8
"NBNORG0000010110","Stratiomys chamaeleon","mature",1,6,30,9
"NBNORG0000010111","Stratiomys singularior","mature",1,5,30,9
"NBNORG0000010112","Stratiomys longicornis","mature",1,5,31,7
"NBNORG0000010113","Stratiomys potamida","mature",1,5,30,9
"NBNORG0000010114","Solva marginata","mature",1,5,31,8
"NBNORG0000010115","Solva varia","mature",1,5,30,6
"NBNORG0000010116","Xylophagus ater","mature",1,5,30,6
"NBNORG0000010117","Xylophagus cinctus","mature",1,6,31,8
"NBNORG0000010118","Xylophagus junki","mature",1,6,30,6
"NBNORG0000010119","Chrysopilus cristatus","mature",1,5,31,8
"NBNORG0000010120","Chrysopilus erythrophthalmus","mature",1,6,31,8
"NBNORG0000010121","Chrysopilus laetus","mature",1,7,31,7
"NBNORG0000010122","Ptiolina obscura","mature",1,5,31,7
"NBNORG0000010123","Spania nigra","mature",1,5,31,8
"NBNORG0000010124","Symphoromyia immaculata","mature",1,5,31,8
"NBNORG0000010125","Atherix ibis","mature",1,5,31,7
"NBNORG0000010126","Atrichops crassipes","mature",1,6,31,7
"NBNORG0000010127","Rhagio annulatus","mature",1,5,30,6
"NBNORG0000010128","Rhagio lineola","mature",1,5,30,9
"NBNORG0000010129","Rhagio notatus","mature",1,5,31,7
"NBNORG0000010130","Rhagio strigosus","mature",1,6,31,8
"NBNORG0000010131","Rhagio tringarius","mature",1,5,30,9
"NBNORG0000010132","Chrysops caecutiens","mature",1,5,30,9
"NBNORG0000010133","Chrysops relictus","mature",1,5,30,9
"NBNORG0000010134","Chrysops sepulcralis","mature",1,7,31,8
"NBNORG0000010135","Chrysops viduatus","mature",1,5,30,9
"NBNORG0000010136","Haematopota bigoti","mature",1,7,31,8
"NBNORG0000010137","Haematopota crassicornis","mature",1,5,30,9
"NBNORG0000010138","Haematopota grandis","mature",1,6,31,8
"NBNORG0000010139","Haematopota pluvialis","mature",1,5,31,10
"NBNORG0000010140","Atylotus fulvus","mature",1,6,31,8
"NBNORG0000010141","Atylotus plebeius","mature",1,6,31,7
"NBNORG0000010142","Atylotus rusticus","mature",1,6,31,7
"NBNORG0000010143","Hybomitra bimaculata","mature",1,5,31,8
"NBNORG0000010144","Hybomitra ciureai","mature",1,6,31,8
"NBNORG0000010145","Hybomitra distinguenda","mature",1,6,30,9
"NBNORG0000010146","Hybomitra expollicata","mature",1,7,31,8
