"organism_key","taxon","start_day","start_month","start_year","end_day","end_month","end_year"
"NBNORG0000010529","Rhyacophila dorsalis",1,1,1825,,,
"NBNORG0000010530","Rhyacophila munda",1,1,1845,,,
"NBNORG0000010531","Rhyacophila obliterata",1,1,1861,,,
"NBNORG0000010532","Glossosoma boltoni",1,1,1835,,,
"NBNORG0000010533","Glossosoma intermedium",1,1,1925,31,12,2003
"NBNORG0000010534","Agapetus delicatulus",1,1,1862,,,
"NBNORG0000010535","Agapetus fuscipes",1,1,1835,,,
"NBNORG0000010536","Agapetus ochripes",1,1,1860,,,
"NBNORG0000010537","Agraylea multipunctata",1,1,1858,,,
"NBNORG0000010538","Agraylea sexmaculata",1,1,1860,,,
"NBNORG0000010539","Allotrichia pallicornis",1,1,1874,,,
"NBNORG0000010540","Hydroptila angulata",1,1,1913,,,
"NBNORG0000010541","Hydroptila cornuta",1,1,1915,,,
"NBNORG0000010542","Hydroptila forcipata",1,1,1874,,,
"NBNORG0000010543","Hydroptila lotensis",1,1,1959,,,
"NBNORG0000010544","Hydroptila martini",1,1,1980,,,
"NBNORG0000010545","Hydroptila occulta",1,1,1874,,,
"NBNORG0000010546","Hydroptila pulchricornis",1,1,1859,,,
"NBNORG0000010547","Hydroptila simulans",1,1,1862,,,
"NBNORG0000010548","Hydroptila sparsa",1,1,1850,,,
"NBNORG0000010549","Hydroptila sylvestris",1,1,1881,,,
"NBNORG0000010550","Hydroptila tigurina",1,1,1881,,,
"NBNORG0000010551","Hydroptila tineoides",1,1,1835,,,
"NBNORG0000010553","Hydroptila vectis",1,1,1835,,,
"NBNORG0000010554","Oxyethira distinctella",1,1,1900,31,12,1920
"NBNORG0000010555","Oxyethira falcata",1,1,1898,,,
"NBNORG0000010556","Oxyethira flavicornis",1,1,1835,,,
"NBNORG0000010557","Oxyethira frici",1,1,1880,,,
"NBNORG0000010558","Oxyethira mirabilis",1,1,1903,,,
"NBNORG0000010559","Oxyethira sagittifera",1,1,1881,,,
"NBNORG0000010560","Oxyethira simplex",1,1,1880,,,
"NBNORG0000010561","Oxyethira tristella",1,1,1885,,,
"NBNORG0000010562","Tricholeiochiton fagesii",1,1,1891,,,
"NBNORG0000010563","Ithytrichia clavata",1,1,1939,,,
"NBNORG0000010564","Ithytrichia lamellaris",1,1,1874,,,
"NBNORG0000010565","Orthotrichia angustella",1,1,1862,,,
"NBNORG0000010566","Orthotrichia costalis",1,1,1859,,,
"NBNORG0000010567","Orthotrichia tragetti",1,1,1915,31,12,1920
"NBNORG0000010568","Philopotamus montanus",1,1,1813,,,
"NBNORG0000010569","Wormaldia mediana",1,1,1867,,,
"NBNORG0000010570","Wormaldia occipitalis",1,1,1825,,,
"NBNORG0000010571","Wormaldia subnigra",1,1,1860,,,
"NBNORG0000010572","Chimarra marginata",1,1,1836,,,
"NBNORG0000010573","Lype phaeopa",1,1,1835,,,
"NBNORG0000010574","Lype reducta",1,1,1837,,,
"NBNORG0000010575","Psychomyia fragilis",1,1,1868,,,
"NBNORG0000010576","Tinodes assimilis",1,1,1862,,,
"NBNORG0000010577","Tinodes dives",1,1,1865,,,
"NBNORG0000010578","Tinodes maclachlani",1,1,1861,,,
"NBNORG0000010580","Tinodes pallidulus",1,1,1949,,,
"NBNORG0000010581","Tinodes rostocki",1,1,1930,,,
"NBNORG0000010582","Tinodes unicolor",1,1,1862,,,
"NBNORG0000010583","Tinodes waeneri",1,1,1836,,,
"NBNORG0000010584","Ecnomus tenellus",1,1,1860,,,
"NBNORG0000010586","Cyrnus flavidus",1,1,1861,,,
"NBNORG0000010587","Cyrnus insolutus",1,1,1941,,,
"NBNORG0000010588","Cyrnus trimaculatus",1,1,1836,,,
"NBNORG0000010589","Holocentropus dubius",1,1,1861,,,
"NBNORG0000010590","Holocentropus picicornis",1,1,1836,,,
"NBNORG0000010591","Holocentropus stagnalis",1,1,1870,,,
"NBNORG0000010592","Neureclipsis bimaculata",1,1,1860,,,
"NBNORG0000010593","Plectrocnemia brevis",1,1,1898,,,
"NBNORG0000010594","Plectrocnemia conspersa",1,1,1860,,,
"NBNORG0000010595","Plectrocnemia geniculata",1,1,1836,,,
"NBNORG0000010596","Polycentropus flavomaculatus",1,1,1825,,,
"NBNORG0000010597","Polycentropus irroratus",1,1,1836,,,
"NBNORG0000010598","Polycentropus kingi",1,1,1862,,,
"NBNORG0000010599","Cheumatopsyche lepida",1,1,1836,,,
"NBNORG0000010600","Hydropsyche angustipennis",1,1,1836,,,
"NBNORG0000010601","Hydropsyche bulgaromanorum",1,1,1836,,,
"NBNORG0000010602","Hydropsyche contubernalis",1,1,1862,,,
"NBNORG0000010603","Hydropsyche exocellata",1,1,1862,31,12,1903
"NBNORG0000010604","Hydropsyche fulvipes",1,1,1836,,,
"NBNORG0000010605","Hydropsyche instabilis",1,1,1840,,,
"NBNORG0000010606","Hydropsyche pellucidula",1,1,1836,,,
"NBNORG0000010608","Hydropsyche siltalai",1,1,1861,,,
"NBNORG0000010609","Diplectrona felix",1,1,1836,,,
"NBNORG0000010610","Agrypnia obsoleta",1,1,1854,,,
"NBNORG0000010611","Agrypnia pagetana",1,1,1833,,,
"NBNORG0000010613","Hagenella clathrata",1,1,1867,,,
"NBNORG0000010614","Oligotricha striata",1,1,1833,,,
"NBNORG0000010615","Phryganea bipunctata",1,1,1858,,,
"NBNORG0000010616","Phryganea grandis",1,1,1823,,,
"NBNORG0000010617","Trichostegia minor",1,1,1830,,,
"NBNORG0000010618","Brachycentrus subnubilus",1,1,1836,,,
"NBNORG0000010619","Crunoecia irrorata",1,1,1836,,,
"NBNORG0000010620","Lepidostoma basale",1,1,1862,,,
"NBNORG0000010621","Ironoquia dubia",1,1,1837,,,
"NBNORG0000010623","Apatania muliebris",1,1,1864,,,
"NBNORG0000010625","Apatania wallengreni",1,1,1862,,,
"NBNORG0000010626","Drusus annulatus",1,1,1837,,,
"NBNORG0000010627","Ecclisopteryx dalecarlica",1,1,1861,,,
"NBNORG0000010628","Allogamus auricollis",1,1,1867,,,
"NBNORG0000010629","Enoicyla pusilla",1,1,1868,,,
"NBNORG0000010630","Halesus digitatus",1,1,1836,,,
"NBNORG0000010631","Halesus radiatus",1,1,1840,,,
"NBNORG0000010632","Hydatophylax infumatus",1,1,1865,,,
"NBNORG0000010633","Melampophylax mucoreus",1,1,1865,,,
"NBNORG0000010634","Mesophylax aspersus",1,1,1883,,,
"NBNORG0000010635","Mesophylax impunctatus",1,1,1883,,,
"NBNORG0000010638","Micropterna lateralis",1,1,1836,,,
"NBNORG0000010639","Micropterna sequax",1,1,1859,,,
"NBNORG0000010640","Potamophylax cingulatus",1,1,1836,,,
"NBNORG0000010641","Potamophylax latipennis",1,1,1825,,,
"NBNORG0000010642","Potamophylax rotundipennis",1,1,1865,,,
"NBNORG0000010643","Stenophylax permistus",1,1,1836,,,
"NBNORG0000010644","Stenophylax vibex",1,1,1836,,,
"NBNORG0000010645","Anabolia nervosa",1,1,1832,,,
"NBNORG0000010646","Glyphotaelius pellucidus",1,1,1836,,,
"NBNORG0000010647","Grammotaulius nigropunctatus",1,1,1836,,,
"NBNORG0000010648","Limnephilus affinis",1,1,1836,,,
"NBNORG0000010649","Limnephilus auricula",1,1,1837,,,
"NBNORG0000010650","Limnephilus binotatus",1,1,1836,,,
"NBNORG0000010651","Limnephilus bipunctatus",1,1,1837,,,
"NBNORG0000010652","Limnephilus borealis",1,1,1869,,,
"NBNORG0000010653","Limnephilus centralis",1,1,1825,,,
"NBNORG0000010654","Limnephilus coenosus",1,1,1837,,,
"NBNORG0000010655","Limnephilus decipiens",1,1,1862,,,
"NBNORG0000010656","Limnephilus elegans",1,1,1831,,,
"NBNORG0000010657","Limnephilus extricatus",1,1,1861,,,
"NBNORG0000010658","Limnephilus fuscicornis",1,1,1830,,,
"NBNORG0000010660","Limnephilus griseus",1,1,1827,,,
"NBNORG0000010661","Limnephilus hirsutus",1,1,1859,,,
"NBNORG0000010662","Limnephilus ignavus",1,1,1860,,,
"NBNORG0000010663","Limnephilus incisus",1,1,1837,,,
"NBNORG0000010664","Limnephilus lunatus",1,1,1836,,,
"NBNORG0000010665","Limnephilus luridus",1,1,1837,,,
"NBNORG0000010666","Limnephilus marmoratus",1,1,1836,,,
"NBNORG0000010667","Limnephilus nigriceps",1,1,1858,,,
"NBNORG0000010668","Limnephilus pati",1,1,1890,,,
"NBNORG0000010669","Limnephilus politus",1,1,1860,,,
"NBNORG0000010670","Limnephilus rhombicus",1,1,1827,,,
"NBNORG0000010671","Limnephilus sparsus",1,1,1837,,,
"NBNORG0000010672","Limnephilus stigma",1,1,1833,,,
"NBNORG0000010673","Limnephilus subcentralis",1,1,1878,,,
"NBNORG0000010674","Limnephilus tauricus",1,1,1892,,,
"NBNORG0000010675","Nemotaulius punctatolineatus",1,1,1965,,,
"NBNORG0000010676","Rhadicoleptus alpestris",1,1,1867,,,
"NBNORG0000010677","Silo nigricornis",1,1,1859,,,
"NBNORG0000010678","Beraea maurus",1,1,1835,,,
"NBNORG0000010679","Beraea pullata",1,1,1835,,,
"NBNORG0000010680","Beraeodes minutus",1,1,1865,,,
"NBNORG0000010681","Ernodes articularis",1,1,1900,,,
"NBNORG0000010682","Notidobia ciliaris",1,1,1836,,,
"NBNORG0000010683","Sericostoma personatum",1,1,1825,,,
"NBNORG0000010684","Odontocerum albicorne",1,1,1825,,,
"NBNORG0000010685","Molanna albicans",1,1,1879,,,
"NBNORG0000010686","Molanna angustata",1,1,1819,,,
"NBNORG0000010687","Athripsodes albifrons",1,1,1813,,,
"NBNORG0000010689","Athripsodes aterrimus",1,1,1836,,,
"NBNORG0000010690","Athripsodes bilineatus",1,1,1830,,,
"NBNORG0000010691","Athripsodes cinereus",1,1,1836,,,
"NBNORG0000010692","Athripsodes commutatus",1,1,1862,,,
"NBNORG0000010693","Ceraclea albimacula",1,1,1836,,,
"NBNORG0000010694","Ceraclea annulicornis",1,1,1836,,,
"NBNORG0000010695","Ceraclea dissimilis",1,1,1836,,,
"NBNORG0000010696","Ceraclea fulva",1,1,1861,,,
"NBNORG0000010697","Ceraclea nigronervosa",1,1,1836,,,
"NBNORG0000010698","Ceraclea senilis",1,1,1862,,,
"NBNORG0000010699","Leptocerus lusitanicus",1,1,1938,,,
"NBNORG0000010700","Leptocerus tineiformis",1,1,1834,,,
"NBNORG0000010701","Mystacides azurea",1,1,1811,,,
