"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000008960","Platycnemis pennipes","mature",12,5,16,8
"NBNORG0000008961","Pyrrhosoma nymphula","mature",16,4,28,7
"NBNORG0000008962","Ischnura pumilio","mature",18,5,20,8
"NBNORG0000008963","Enallagma cyathigerum","mature",10,5,8,9
"NBNORG0000008964","Coenagrion mercuriale","mature",27,5,6,8
"NBNORG0000008966","Coenagrion pulchellum","mature",26,4,24,7
"NBNORG0000008967","Coenagrion puella","mature",3,5,8,8
"NBNORG0000008968","Coenagrion hastulatum","mature",8,5,12,8
"NBNORG0000008971","Erythromma najas","mature",30,4,22,8
"NBNORG0000008972","Ceriagrion tenellum","mature",6,6,31,8
"NBNORG0000008973","Lestes barbarus","mature",4,6,26,9
"NBNORG0000008974","Lestes sponsa","mature",18,6,19,9
"NBNORG0000008975","Lestes dryas","mature",3,6,20,8
"NBNORG0000008976","Calopteryx virgo","mature",27,4,9,8
"NBNORG0000008977","Calopteryx splendens","mature",6,5,23,8
"NBNORG0000008980","Gomphus vulgatissimus","mature",3,5,23,6
"NBNORG0000008981","Cordulegaster boltonii","mature",28,5,3,9
"NBNORG0000008982","Brachytron pratense","mature",27,4,27,6
"NBNORG0000008983","Aeshna caerulea","mature",20,5,11,8
"NBNORG0000008984","Aeshna juncea","mature",22,6,5,10
"NBNORG0000008985","Aeshna grandis","mature",22,6,15,9
"NBNORG0000008986","Aeshna cyanea","mature",21,6,12,10
"NBNORG0000008987","Aeshna mixta","mature",21,7,19,10
"NBNORG0000008988","Aeshna isoceles","mature",19,5,24,7
"NBNORG0000008989","Anax imperator","mature",25,5,27,8
"NBNORG0000008990","Anax ephippiger","mature",10,4,4,1
"NBNORG0000008991","Cordulia aenea","mature",27,4,18,7
"NBNORG0000008992","Somatochlora arctica","mature",19,5,13,8
"NBNORG0000008994","Libellula depressa","mature",30,4,28,7
"NBNORG0000008995","Libellula fulva","mature",8,5,18,7
"NBNORG0000008996","Libellula quadrimaculata","mature",5,5,31,7
"NBNORG0000008997","Orthetrum coerulescens","mature",30,5,28,8
"NBNORG0000008998","Orthetrum cancellatum","mature",25,5,18,8
"NBNORG0000009005","Sympetrum sanguineum","mature",22,6,26,9
"NBNORG0000009006","Sympetrum danae","mature",2,7,10,10
"NBNORG0000052148","Anax parthenope","mature",9,6,26,8
"NBNORG0000052151","Erythromma viridulum","mature",28,6,9,9
"NBNORG0000052153","Ischnura elegans","mature",8,5,29,8
"NBNORG0000052156","Sympetrum fonscolombii","mature",8,5,19,9
"NBNORG0000099276","Aeshna affinis","mature",26,6,26,8
"NBNORG0000099277","Chalcolestes viridis","mature",16,7,22,10
"NBNORG0000099278","Leucorrhinia dubia","mature",1,5,18,7
"NBNORG0000099279","Somatochlora metallica","mature",26,5,19,8
