"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000020645","Lipara lucens","mature",1,5,31,7
"NBNORG0000020647","Lipara similis","mature",1,5,31,7
"NBNORG0000020648","Calamoncosis aprica","mature",1,5,31,8
"NBNORG0000020650","Calamoncosis duinensis","mature",1,5,30,9
"NBNORG0000020651","Calamoncosis glyceriae","mature",1,5,31,8
"NBNORG0000020652","Calamoncosis minima","mature",1,5,31,8
"NBNORG0000020653","Siphonella oscinina","mature",1,5,30,9
"NBNORG0000020655","Polyodaspis sulcicollis","mature",1,8,31,8
"NBNORG0000020658","Trachysiphonella scutellata","mature",1,6,31,8
"NBNORG0000020659","Trachysiphonella pygmaea","mature",1,6,31,7
"NBNORG0000020660","Trachysiphonella ruficeps","mature",1,6,31,7
"NBNORG0000020661","Siphunculina aenea","mature",1,4,30,9
"NBNORG0000020666","Colliniella meijerei","mature",1,6,31,8
"NBNORG0000020667","Aphanotrigonum nigripes agg.","mature",1,4,31,10
"NBNORG0000020669","Conioscinella frontella","mature",1,5,30,9
"NBNORG0000020670","Conioscinella gallarum","mature",1,4,31,8
"NBNORG0000020671","Speccafrons halophila","mature",1,5,30,9
"NBNORG0000020672","Conioscinella mimula","mature",1,5,31,8
"NBNORG0000020673","Conioscinella sordidella","mature",1,5,31,8
"NBNORG0000020675","Tricimba cincta","mature",1,5,31,10
"NBNORG0000020676","Tricimba lineella","mature",1,2,31,10
"NBNORG0000020677","Dicraeus fennicus","mature",1,5,30,9
"NBNORG0000020678","Dicraeus ingratus","mature",1,5,30,9
"NBNORG0000020679","Dicraeus napaeus","mature",1,5,31,7
"NBNORG0000020680","Dicraeus raptus","mature",1,6,31,8
"NBNORG0000020681","Dicraeus scibilis","mature",1,6,31,8
"NBNORG0000020682","Dicraeus styriacus","mature",1,5,31,7
"NBNORG0000020683","Dicraeus tibialis","mature",1,5,30,9
"NBNORG0000020684","Dicraeus vagans","mature",1,5,31,8
"NBNORG0000020688","Eribolus gracilior","mature",1,5,30,9
"NBNORG0000020689","Eribolus hungaricus","mature",1,5,31,8
"NBNORG0000020690","Eribolus slesvicensis","mature",1,5,31,8
"NBNORG0000020691","Incertella albipalpis","mature",1,5,30,9
"NBNORG0000020692","Incertella scotica","mature",1,6,31,8
"NBNORG0000020693","Oscinella angularis","mature",1,4,31,8
"NBNORG0000020694","Oscinella angustipennis","mature",1,6,30,9
"NBNORG0000020695","Oscinella cariciphila","mature",1,5,31,7
"NBNORG0000020696","Oscinella frit","mature",1,4,31,10
"NBNORG0000020697","Oscinella vindicata","mature",1,5,30,9
"NBNORG0000020698","Oscinella maura","mature",1,5,30,9
"NBNORG0000020699","Oscinella nigerrima","mature",1,4,31,10
"NBNORG0000020700","Oscinella nitidissima","mature",1,5,31,10
"NBNORG0000020701","Oscinella pusilla","mature",1,5,30,9
"NBNORG0000020702","Oscinella trochanterata","mature",1,5,31,8
"NBNORG0000020703","Oscinella vastator","mature",1,5,31,8
"NBNORG0000020704","Rhopalopterum atricilla","mature",1,5,31,7
"NBNORG0000020705","Rhopalopterum fasciola","mature",1,6,30,9
"NBNORG0000020711","Elachiptera rufifrons","mature",1,6,30,9
"NBNORG0000020714","Oscinella capreolus","mature",1,5,30,9
"NBNORG0000020716","Platycephala planifrons","mature",1,6,30,9
"NBNORG0000020717","Platycephala umbraculata","mature",1,6,31,8
"NBNORG0000020718","Meromyza bohemica","mature",1,6,31,8
"NBNORG0000020719","Meromyza curvinervis","mature",1,7,31,8
"NBNORG0000020721","Meromyza femorata agg.","mature",1,6,30,9
"NBNORG0000020724","Meromyza mosquensis","mature",1,7,31,8
"NBNORG0000020725","Meromyza nigriventris agg.","mature",1,5,30,9
"NBNORG0000020727","Meromyza palposa","mature",1,6,31,7
"NBNORG0000020728","Meromyza pluriseta","mature",1,6,31,7
"NBNORG0000020729","Meromyza pratorum agg.","mature",1,5,31,8
"NBNORG0000020730","Meromyza rufa","mature",1,6,30,9
"NBNORG0000020731","Meromyza saltatrix agg.","mature",1,5,31,8
"NBNORG0000020732","Meromyza triangulina","mature",1,5,31,7
"NBNORG0000020733","Meromyza athletica","mature",1,6,31,8
