"organism_key","taxon","stage","code"
"NBNORG0000010760","Atypus affinis","mature",2
"NBNORG0000010762","Amaurobius fenestralis","mature",3
"NBNORG0000010763","Amaurobius similis","mature",3
"NBNORG0000010764","Amaurobius ferox","mature",3
"NBNORG0000010765","Dictyna arundinacea","mature",3
"NBNORG0000010766","Dictyna pusilla","mature",4
"NBNORG0000010767","Dictyna major","mature",5
"NBNORG0000010768","Dictyna uncinata","mature",3
"NBNORG0000010769","Brigittea latens","mature",3
"NBNORG0000010770","Nigma puella","mature",3
"NBNORG0000010772","Nigma walckenaeri","mature",3
"NBNORG0000010773","Lathys humilis","mature",3
"NBNORG0000010774","Lathys heterophthalma","mature",4
"NBNORG0000010775","Lathys stigmatisata","mature",4
"NBNORG0000010776","Argenna subnigra","mature",4
"NBNORG0000010777","Argenna patula","mature",4
"NBNORG0000010778","Altella lucida","mature",4
"NBNORG0000010779","Uloborus walckenaerius","mature",3
"NBNORG0000010780","Hyptiotes paradoxus","mature",3
"NBNORG0000010781","Oonops pulcher","mature",3
"NBNORG0000010782","Oonops domesticus","mature",3
"NBNORG0000010783","Dysdera erythrina","mature",3
"NBNORG0000010784","Dysdera crocata","mature",3
"NBNORG0000010785","Harpactea hombergi","mature",3
"NBNORG0000010786","Segestria senoculata","mature",3
"NBNORG0000010787","Segestria bavarica","mature",3
"NBNORG0000010788","Segestria florentina","mature",3
"NBNORG0000010789","Scytodes thoracica","mature",2
"NBNORG0000010790","Pholcus phalangioides","mature",2
"NBNORG0000010791","Psilochorus simoni","mature",3
"NBNORG0000010792","Zodarion italicum","mature",4
"NBNORG0000010793","Drassodes lapidosus","mature",3
"NBNORG0000010794","Drassodes cupreus","mature",3
"NBNORG0000010795","Drassodes pubescens","mature",3
"NBNORG0000010796","Haplodrassus signifer","mature",3
"NBNORG0000010797","Haplodrassus dalmatensis","mature",3
"NBNORG0000010798","Haplodrassus umbratilis","mature",4
"NBNORG0000010799","Haplodrassus soerenseni","mature",4
"NBNORG0000010800","Haplodrassus silvestris","mature",3
"NBNORG0000010801","Haplodrassus minor","mature",3
"NBNORG0000010802","Scotophaeus blackwalli","mature",3
"NBNORG0000010803","Scotophaeus scutulatus","mature",4
"NBNORG0000010804","Phaeocedus braccatus","mature",3
"NBNORG0000010805","Zelotes electus","mature",3
"NBNORG0000010806","Zelotes latreillei","mature",3
"NBNORG0000010807","Zelotes longipes","mature",4
"NBNORG0000010808","Zelotes petrensis","mature",3
"NBNORG0000010809","Zelotes subterraneus","mature",4
"NBNORG0000010810","Trachyzelotes pedestris","mature",3
"NBNORG0000010811","Urozelotes rusticus","mature",4
"NBNORG0000010812","Drassyllus lutetianus","mature",3
"NBNORG0000010813","Drassyllus pusillus","mature",3
"NBNORG0000010814","Drassyllus praeficus","mature",3
"NBNORG0000010815","Gnaphosa lugubris","mature",3
"NBNORG0000010816","Gnaphosa occidentalis","mature",4
"NBNORG0000010817","Gnaphosa leporina","mature",3
"NBNORG0000010818","Callilepis nocturna","mature",4
"NBNORG0000010819","Micaria pulicaria sens. lat.","mature",3
"NBNORG0000010820","Micaria alpina","mature",4
"NBNORG0000010821","Micaria subopaca","mature",3
"NBNORG0000010822","Micaria silesiaca","mature",3
"NBNORG0000010823","Clubiona corticalis","mature",3
"NBNORG0000010824","Clubiona reclusa","mature",3
"NBNORG0000010825","Clubiona subsultans","mature",4
"NBNORG0000010826","Clubiona stagnatilis","mature",3
"NBNORG0000010827","Clubiona rosserae","mature",5
"NBNORG0000010828","Clubiona norvegica","mature",3
"NBNORG0000010829","Clubiona caerulescens","mature",3
"NBNORG0000010830","Clubiona pallidula","mature",3
"NBNORG0000010831","Clubiona phragmitis","mature",3
"NBNORG0000010832","Clubiona terrestris","mature",3
"NBNORG0000010834","Clubiona lutescens","mature",3
"NBNORG0000010835","Clubiona comta","mature",3
"NBNORG0000010836","Clubiona brevipes","mature",3
"NBNORG0000010837","Clubiona trivialis","mature",3
"NBNORG0000010838","Clubiona juvenis","mature",3
"NBNORG0000010839","Porrhoclubiona genevensis","mature",3
"NBNORG0000010840","Clubiona diversa","mature",3
"NBNORG0000010841","Clubiona subtilis","mature",3
"NBNORG0000010842","Cheiracanthium erraticum","mature",3
"NBNORG0000010843","Cheiracanthium pennyi","mature",4
"NBNORG0000010844","Cheiracanthium virescens","mature",3
"NBNORG0000010845","Phrurolithus festivus","mature",3
"NBNORG0000010846","Phrurolithus minimus","mature",3
"NBNORG0000010847","Agroeca brunnea","mature",3
"NBNORG0000010848","Agroeca proxima","mature",3
"NBNORG0000010849","Agroeca inopina","mature",3
"NBNORG0000010850","Agroeca lusatica","mature",4
"NBNORG0000010851","Agroeca cuprea","mature",4
"NBNORG0000010852","Apostenus fuscus","mature",4
"NBNORG0000010853","Scotina celans","mature",3
"NBNORG0000010854","Scotina gracilipes","mature",3
"NBNORG0000010855","Liocranum rupicola","mature",3
