"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000010760","Atypus affinis","mature",17,3,31,12
"NBNORG0000010762","Amaurobius fenestralis","mature",14,2,31,12
"NBNORG0000010763","Amaurobius similis","mature",14,2,31,12
"NBNORG0000010764","Amaurobius ferox","mature",14,2,31,12
"NBNORG0000010765","Dictyna arundinacea","mature",17,3,31,12
"NBNORG0000010766","Dictyna pusilla","mature",21,4,31,12
"NBNORG0000010767","Dictyna major","mature",18,5,31,12
"NBNORG0000010768","Dictyna uncinata","mature",16,4,31,12
"NBNORG0000010769","Brigittea latens","mature",16,4,31,12
"NBNORG0000010770","Nigma puella","mature",16,4,31,12
"NBNORG0000010772","Nigma walckenaeri","mature",18,7,31,12
"NBNORG0000010773","Lathys humilis","mature",19,3,31,12
"NBNORG0000010774","Lathys heterophthalma","mature",18,3,31,12
"NBNORG0000010775","Lathys stigmatisata","mature",17,4,31,12
"NBNORG0000010776","Argenna subnigra","mature",23,3,31,12
"NBNORG0000010777","Argenna patula","mature",18,4,31,12
"NBNORG0000010778","Altella lucida","mature",1,1,31,12
"NBNORG0000010779","Uloborus walckenaerius","mature",24,4,31,12
"NBNORG0000010780","Hyptiotes paradoxus","mature",18,4,31,12
"NBNORG0000010781","Oonops pulcher","mature",14,2,31,12
"NBNORG0000010782","Oonops domesticus","mature",1,1,31,12
"NBNORG0000010783","Dysdera erythrina","mature",20,2,31,12
"NBNORG0000010784","Dysdera crocata","mature",22,2,31,12
"NBNORG0000010785","Harpactea hombergi","mature",17,3,31,12
"NBNORG0000010786","Segestria senoculata","mature",17,3,31,12
"NBNORG0000010787","Segestria bavarica","mature",22,4,31,12
"NBNORG0000010788","Segestria florentina","mature",18,3,31,12
"NBNORG0000010789","Scytodes thoracica","mature",17,4,31,12
"NBNORG0000010790","Pholcus phalangioides","mature",17,3,31,12
"NBNORG0000010791","Psilochorus simoni","mature",1,1,31,12
"NBNORG0000010792","Zodarion italicum","mature",18,3,31,12
"NBNORG0000010793","Drassodes lapidosus","mature",16,4,31,12
"NBNORG0000010794","Drassodes cupreus","mature",23,3,31,12
"NBNORG0000010795","Drassodes pubescens","mature",16,4,31,12
"NBNORG0000010796","Haplodrassus signifer","mature",23,3,31,12
"NBNORG0000010797","Haplodrassus dalmatensis","mature",17,3,31,12
"NBNORG0000010798","Haplodrassus umbratilis","mature",25,3,31,12
"NBNORG0000010799","Haplodrassus soerenseni","mature",18,5,31,12
"NBNORG0000010800","Haplodrassus silvestris","mature",22,3,31,12
"NBNORG0000010801","Haplodrassus minor","mature",16,3,31,12
"NBNORG0000010802","Scotophaeus blackwalli","mature",17,3,31,12
"NBNORG0000010803","Scotophaeus scutulatus","mature",24,6,31,12
"NBNORG0000010804","Phaeocedus braccatus","mature",20,4,31,12
"NBNORG0000010805","Zelotes electus","mature",24,3,31,12
"NBNORG0000010806","Zelotes latreillei","mature",20,2,31,12
"NBNORG0000010807","Zelotes longipes","mature",20,4,31,12
"NBNORG0000010808","Zelotes petrensis","mature",13,2,31,12
"NBNORG0000010809","Zelotes subterraneus","mature",22,4,31,12
"NBNORG0000010810","Trachyzelotes pedestris","mature",14,2,31,12
"NBNORG0000010811","Urozelotes rusticus","mature",24,5,31,12
"NBNORG0000010812","Drassyllus lutetianus","mature",20,4,31,12
"NBNORG0000010813","Drassyllus pusillus","mature",23,3,31,12
"NBNORG0000010814","Drassyllus praeficus","mature",16,4,31,12
"NBNORG0000010815","Gnaphosa lugubris","mature",24,4,31,12
"NBNORG0000010816","Gnaphosa occidentalis","mature",18,6,31,12
"NBNORG0000010817","Gnaphosa leporina","mature",17,4,31,12
"NBNORG0000010818","Callilepis nocturna","mature",19,3,31,12
"NBNORG0000010819","Micaria pulicaria sens. lat.","mature",21,2,31,12
"NBNORG0000010820","Micaria alpina","mature",19,5,31,12
"NBNORG0000010821","Micaria subopaca","mature",17,4,31,12
"NBNORG0000010822","Micaria silesiaca","mature",21,4,31,12
"NBNORG0000010823","Clubiona corticalis","mature",14,2,31,12
"NBNORG0000010824","Clubiona reclusa","mature",16,4,31,12
"NBNORG0000010825","Clubiona subsultans","mature",19,4,31,12
"NBNORG0000010826","Clubiona stagnatilis","mature",16,4,31,12
"NBNORG0000010827","Clubiona rosserae","mature",22,3,31,12
"NBNORG0000010828","Clubiona norvegica","mature",20,5,31,12
"NBNORG0000010829","Clubiona caerulescens","mature",19,1,31,12
"NBNORG0000010830","Clubiona pallidula","mature",16,4,31,12
"NBNORG0000010831","Clubiona phragmitis","mature",16,4,31,12
"NBNORG0000010832","Clubiona terrestris","mature",17,3,31,12
"NBNORG0000010834","Clubiona lutescens","mature",16,4,31,12
"NBNORG0000010835","Clubiona comta","mature",17,3,31,12
"NBNORG0000010836","Clubiona brevipes","mature",17,4,31,12
"NBNORG0000010837","Clubiona trivialis","mature",17,3,31,12
"NBNORG0000010838","Clubiona juvenis","mature",18,5,31,12
"NBNORG0000010839","Porrhoclubiona genevensis","mature",21,3,31,12
"NBNORG0000010840","Clubiona diversa","mature",17,3,31,12
"NBNORG0000010841","Clubiona subtilis","mature",17,3,31,12
"NBNORG0000010842","Cheiracanthium erraticum","mature",16,4,31,12
"NBNORG0000010843","Cheiracanthium pennyi","mature",19,5,31,12
"NBNORG0000010844","Cheiracanthium virescens","mature",17,3,31,12
"NBNORG0000010845","Phrurolithus festivus","mature",17,3,31,12
"NBNORG0000010846","Phrurolithus minimus","mature",23,3,31,12
"NBNORG0000010847","Agroeca brunnea","mature",20,1,31,12
"NBNORG0000010848","Agroeca proxima","mature",16,6,31,12
"NBNORG0000010849","Agroeca inopina","mature",20,1,31,12
"NBNORG0000010850","Agroeca lusatica","mature",23,1,31,12
"NBNORG0000010851","Agroeca cuprea","mature",19,3,31,12
"NBNORG0000010852","Apostenus fuscus","mature",25,10,31,12
"NBNORG0000010853","Scotina celans","mature",1,1,31,12
"NBNORG0000010854","Scotina gracilipes","mature",16,6,31,12
"NBNORG0000010855","Liocranum rupicola","mature",22,3,31,12
"NBNORG0000010856","Zora spinimana","mature",13,2,31,12
"NBNORG0000010857","Zora armillata","mature",17,3,31,12
"NBNORG0000010858","Zora nemoralis","mature",18,5,31,12
"NBNORG0000010859","Zora silvestris","mature",17,5,31,12
